//Index   Message
801 "¡PvP %s x %s ha comenzado!"
802 "¡PvP %s %d x %d %s!"
803 "¡PvP %s ha ganado el Evento!"
804 "¡PvP ha comenzado!"
805 "¡MataMata Cerrado!"
806 "¡El evento MataMata ha comenzado!"
807 "¡MataMata Se acabó el tiempo!"
808 "¡MataMata Cancelado!"
809 "¡MataMata Abierto (Máx asistentes: %d)!"
810 "¡MataMata Escribe /join!"
811 "¡MataMata Personaje %d: %s agregado!"
812 "¡MataMata 1° - %s ( %d puntos)!"
813 "¡MataMata 2° - - %s ( %d puntos)!"
814 "¡MataMata 3° - %s ( %d puntos)!"
815 "¡MataMata Tu posición: %d° ( %d puntos)!"
816 "¡MataMata Puntaje: %d puntos!"
817 "¡El nuevo nombre contiene texto no permitido!"
818 "Requerido: %d reset(s) general(es)."
819 "No permitido con %d master o más"
820       "Comando: /paquete (alma, bendición, etc.) (10,20,30)"
821       "Comando: /desempaquetar (alma, bendición, etc.) (10,20,30)"
822 "No tienes el/los objeto(s) requerido(s)."
823 "Comando completado con éxito."
824 "No tienes espacio en el almacén."
825 "El evento TvTEvent cerrará en %d minuto(s)"
826 "Entra al Evento de equipo vs equipo"
827 "¡El evento TvTEvent ha cerrado!"
828 "El evento TvTEvent comienza en %d minuto(s)"
829 "¡El evento TvTEvent ha comenzado!"
830 "¡El evento TvTEvent ha terminado!"
831 "TvTEvent ¡No puedes participar!"
832 "TvTEvent ¡No está abierto!"
833 "TvTEvent ¡No tienes el objeto necesario para entrar!"
834 "¡Compra Fallida! Por favor, verifica de nuevo"
835 "¡No permitido durante el comercio!"
836 "¡Descuento de %d Zen al usar el comando!"
837 "¡Valor de uso: %d WC, %d WP, %d GP!"
838 "Ingresa el comando de nuevo para confirmar la solicitud."
839 "¡Otro miembro del gremio tiene un cofre abierto!"
840 "¡No tienes permitido usar el Cofre del Gremio!"
841 "¡%s baneó al personaje %s por %d día(s)!"
842 "¡%s baneó la cuenta del personaje %s por %d día(s)!"
843 "¡AntiHack SpeedHack detectado!"
844 	"Comercio Valor requerido: %d Zen!"
845 	"Comercio Valor requerido: %d WC!"
846 	"Comercio Valor requerido: %d WP!"
847 	"Comercio Valor requerido: %d GP!"
848 	"¡Comercio %s no tiene valor requerido!"
849 	"¡Misión %d Requiere %d Efectivo para completarse!"
850 	"¡Misión %d Requiere %d Oro para completarse!"
851 	"¡Misión %d Requiere %d PcPoint para completarse!"
852 	"¡Misión %d Ya no hay más existencias para recibir tu recompensa!"
853 	"¡Misión %d El Buff está activo, completa la misión después!"
854 	"¡Mata %d monstruo(s) para completar la misión!"
855 	"¡Misión completada!"
856	 	"¡Misión %d No tienes la licencia requerida!"
857 	"¡Misión %d Requiere %d Kill(s) para continuar!"
858 	"¡Sala para principiantes! Sales en %d segundo(s)"
859 	"¡No puedes acceder a esta sala! Sales en %d segundo(s)"
860       "Misión Felicidades personaje, ¡has completado esta misión!"
861       "El grupo está limitado por una diferencia de %d nivel(es)"
862      "¡EVENTO AZUL la legión del conejo blanco se ha retirado!"
863	     "¡EVENTO DE VERANO Ha Terminado!"
864	"%s reseteó por %d vez"
865	"%s Sacó el Número %d"
866	"%s Sacó Par"
867	"%s Sacó Impar"
868	"%s Sacó %d | Par"
869	"%s Sacó %d | Impar"
870	"Actualmente tienes %d Wcoin(C), necesitas %d Wcoin(C) para Abrir el Tazón"
871	"Actualmente tienes %d Wcoin(P), necesitas %d Wcoin(P) para Abrir el Tazón"
872	"Actualmente tienes %d Puntos Goblin, necesitas %d Puntos Goblin para Abrir el Tazón"
873	"Se dedujeron %d Wcoin(C)"
874	"Se dedujeron %d Wcoin(P)"
875	"Se dedujeron %d Puntos Goblin"
876	""
877	""

878 "Has alcanzado el nivel máximo de Cultivo"
879 "Necesitas (%d) Wcoin (C) para subir de Cultivo"
880 "%s subió de Cultivo con éxito %d"

881 "Has alcanzado el Rango Militar máximo"
882 "Necesitas (%d) Wcoin (C) para subir el Rango Militar"
883 "%s subió el Rango Militar a %d"

884 "Has alcanzado el nivel máximo de Título"
885 "Necesitas (%d) Wcoin (C) para subir el Título"
886 "%s subió el Título con éxito %d"

887	"Has alcanzado GHRS %d/%d vez(veces)"

888	"GHRS hoy: %d vez(veces)"

889	"%s falló al crear Ala Nivel 1"
890	"%s falló al crear Ala Nivel 2"
891	"%s falló al crear Ala Nivel 3"
892	 ""
893	 "%s falló al crear Ave Extraña"
894	 "%s falló al mejorar la Mascota"
895	 "%s falló al crear Cuerno Roto"
896	 "%s falló al crear Espíritu de Lobo"
897	 "%s falló al crear Lobo Dorado"
898	 ""
899	 ""
900  "%s mejoró con éxito %s  + %d"
901  "El jugador %s falló al mejorar %s"
902  "%s mejoró con éxito %s"
903  "¡¡%s falló la combinación!!"
904	 "[Campo de Batalla Antiguo] Acción demasiado rápida, por favor espera"
905	 "[Campo de Batalla Antiguo] Solo puedes comprar %d más (vez(veces)/día)"
906	 "[Campo de Batalla Antiguo] No tienes suficiente %d WCoinC"
907	 "[Campo de Batalla Antiguo] Tiempo de compra"
908	 "[Campo de Batalla Antiguo] Se agregaron %d minuto(s)"

909  ""

910	 "¡%s Derrotó al Boss SR! Recibió un Regalo Premium"
911	 "%s derrotó al Cangrejo Gigante que tenía un Tesoro, recibió 5.000wc"
912	 "%s abrió el Cofre del Tesoro Real, recibió Wcoin y muchos objetos valiosos"
913	 "Recibiste: %d %d %d Wcoin de Tesoro"
914	 "¡El Evento del Personaje del Tesoro ha comenzado! Muchos Tesoros están escondidos en la región del mar Atlántico"
915  ""
916  ""
917  "2 Boss Agares han aparecido al azar en todo el mapa del Pantano"
918  ""
919  ""
920  ""

921	"Has alcanzado el límite de reset de hoy"
922	"El límite de reset de hoy aumentó a %d"
923 "El límite máximo de reset de hoy es %d"
924  ""
925	 ""
926	 ""
927	 ""

928     "¡Nombre incorrecto o el jugador está desconectado para el Duelo!"
929     "La función de Duelo en el juego está Desactivada, contacta al Admin"
930     "¡Ya hay otra Apuesta de Duelo en curso, espera a que termine!"
931     "Tienes %d Wcoin(C) < Límite de duelo %d Wcoin(C)"
932     "Apuesta %d Wcoin(C) < Límite de duelo %d Wcoin(C)"
933     "Tu saldo %d Wcoin(C) < Tu apuesta de duelo %d Wcoin(C)"
934     "¡%s Envió un reto de apuesta de duelo de %d Wcoin(C), ¿Aceptas?!"
935     "¡Ya hay otra Apuesta de Duelo en curso, espera un momento!"
936     "Tu saldo %d Wcoin(C) < Tu apuesta de duelo %d Wcoin(C)"
937     "¡Encuentra un oponente de apuesta de duelo y duélate en Vulcanus!"
938     "¡La venta de objetos EXC está desactivada! Contacta el Fanpage o llama al ADMIN. Gracias"
939     "Apuesta de duelo entre %s y %s, Apuesta %d Wcoin(C) Comenzando"
940     "El jugador %s derrotó a %s en la Apuesta de Duelo y recibió %d WcoinC"
941     "Tu saldo %d Wcoin(P) < Tu apuesta de duelo %d Wcoin(P)"
942     "Tu saldo %d GoblinPoint < Tu apuesta de duelo %d GoblinPoint"
943     "Tu saldo %d Wcoin(P) < Tu apuesta de duelo %d Wcoin(P)"
944     "Tu saldo %d GoblinPoint < Tu apuesta de duelo %d GoblinPoint"
945     "Tienes %d Wcoin(P) < Límite de duelo %d Wcoin(P)"
946     "Apuesta %d Wcoin(P) < Límite de duelo %d Wcoin(P)"
947     "Tienes %d GoblinPoint < Límite de duelo %d GoblinPoint"
948     "Apuesta %d GoblinPoint < Límite de duelo %d GoblinPoint"
949     "Tu saldo %d Wcoin(P) < Tu apuesta de duelo %d Wcoin(P)"
950     "Tu saldo %d GoblinPoint < Tu apuesta de duelo %d GoblinPoint"
951     "El jugador %s derrotó a %s en la Apuesta de Duelo y recibió %d Wcoin(P)"
952     "El jugador %s derrotó a %s en la Apuesta de Duelo y recibió %d GoblinPoint"
953     "¡%s Envió un reto de apuesta de duelo de %d Wcoin(P), ¿Aceptas?!"
954     "¡%s Envió un reto de apuesta de duelo de %d GoblinPoint, ¿Aceptas?!"
956     "Mu-Noria.Com"
957	    "Has Matado %d / %d monstruo(s)"
958	    "¡%s mató suficientes %d monstruo(s)!"
959	    "¡%s mató suficientes %d monstruo(s)!"
960 	"¡El evento %s comienza en %d minuto(s)!"
961	"La función de Abrir Tazón está desactivada, contacta al Admin"
962	"¡Nombre incorrecto o el jugador está desconectado para el Duelo!"
963	"%s mató al Conejo de Jade"
964	"%s mató al Diablo de Fuego"
965	"%s mató a Akadus"
966	"%s derrotó a Dragonlord Plasidusax"
967	"%s derrotó a Jupiter"
968	"%s derrotó al Boss Agares"
969	"%s mandó al Boss Ghoul al olvido de un golpe"
970	"Este servidor no permite comercio"
971	"El Boss Wukong está arrasando Lorencia"
972	"El evento del Boss Wukong ha terminado"
973	"%s Derrotó al Boss Cannibals"
974	"El Boss Brilliant Lugh ha resucitado"
975	"El evento del Boss Brilliant Lugh ha terminado"
976	"El Boss Enok la Reina Araña ha resucitado"
977	"El evento del Boss Jupiter ha terminado"
978	"El Boss Wild Life ha aparecido"
979	"El evento del Boss Agares ha terminado"
980	"El Boss Cannibals ha resucitado"
981	"El Boss Cannibals ha terminado"
982	"La Legión Esqueleto está arrasando la ciudad de Lorencia"
983	"El evento de la Legión Esqueleto ha terminado"
984	"%s derrotó al Rey Esqueleto"
985	"La Legión de Brujas está invadiendo el continente de Lorencia"
986	""
987	"%s derrotó a la Bruja Blanca"
988	"%s derrotó al Boss Cultists"
989	"%s derrotó al Boss Drowned"
990	"%s derrotó al Boss Brigid"
991	"%s derrotó al Boss Nangari"
992	""
993	""
994	""
995	"%s creó con éxito el Lobo Dorado"
996	"%s creó con éxito el Espíritu de Lobo"
997	"%s creó con éxito el Cuerno Roto"
998	"%s creó con éxito el Ave Extraña"
999	"%s intercambió con éxito la Carta del Caos"
1000 "%s mejoró con éxito %s"
1058 "No Tienes Suficiente Wcoin"



1017 "Has establecido la contraseña del grupo como: %s"
1059 "No Tienes Suficiente Wcoin O No Has Quitado el Equipo"
1061 "No Has Quitado el Equipo"
1018 "Ya tienes un grupo, no puedes crear uno nuevo"
1019 "Contraseña incorrecta para entrar al grupo"
1020 "Ya estás en un grupo"
1030	"¡[%s] ganó Piedra, Papel o Tijera, gran premio!"
1031	"¡[Piedra, Papel o Tijera] Empataron!"
1032	"[PPT] Elegiste Tijera, [%s] eligió Piedra => Perdiste"
1033	"[PPT] Elegiste Piedra, [%s] eligió Tijera => Ganaste"
1034	"[PPT] Elegiste Papel, [%s] eligió Tijera => Perdiste"
1035	"[PPT] Elegiste Tijera, [%s] eligió Papel => Ganaste"
1036	"[PPT] Elegiste Piedra, [%s] eligió Papel => Perdiste"
1037	"[PPT] Elegiste Papel, [%s] eligió Piedra => Ganaste"
1038	"[PPT] Vaya"
1148	"Cancelaste el Uso del Traje"
1149	"Información No Válida"
1150	"No Tienes Suficiente Dinero"
1151	"Compraste el Traje con Éxito"
1152	"Ya Posees Este Traje"
1153	"Activaste el Traje con Éxito"
2001	  "No tienes suficiente %d WCoin para jugar la Ruleta"
2002	  "%s está jugando la Ruleta de la Suerte, recibió 1 premio"
end
