//Index   Message
830 "O evento TvTEvent terminou!"
831 "TvTEvent Você não pode participar!"
832 "TvTEvent Não está aberto!"
833 "TvTEvent Você não tem o item necessário para entrar!"
834 "Compra Falhou! Por favor, verifique novamente"
835 "Não permitido durante o comércio!"
836 "Desconto de %d Zen ao usar o comando!"
837 "Valor de uso: %d WC, %d WP, %d GP!"
838 "Digite o comando novamente para confirmar a solicitação."
839 "Outro membro da guild já tem um baú aberto!"
840 "Você não tem permissão para usar o Baú da Guild!"
841 "%s baniu o personagem %s por %d dia(s)!"
842 "%s baniu a conta do personagem %s por %d dia(s)!"
843 "AntiHack SpeedHack detectado!"
844 	"Comércio Valor necessário: %d Zen!"
845 	"Comércio Valor necessário: %d WC!"
846 	"Comércio Valor necessário: %d WP!"
847 	"Comércio Valor necessário: %d GP!"
848 	"Comércio %s não tem valor necessário!"
849 	"Missão %d Requer %d Dinheiro para completar!"
850 	"Missão %d Requer %d Ouro para completar!"
851 	"Missão %d Requer %d PcPoint para completar!"
852 	"Missão %d Não há mais estoque para receber sua recompensa!"
853 	"Missão %d Buff está ativo, complete a missão depois!"
854 	"Mate %d monstro(s) para completar a missão!"
855 	"Missão concluída!"
856	 	"Missão %d Você não tem a licença necessária!"
857 	"Missão %d Requer %d Kill(s) para continuar!"
858 	"Sala para iniciantes! Saindo em %d segundo(s)"
859 	"Você não pode acessar esta sala! Saindo em %d segundo(s)"
860       "Missão Parabéns personagem, você concluiu esta missão!"
861       "O grupo está limitado por uma diferença de %d nível(is)"
862      "EVENTO AZUL a legião do coelho branco recuou!"
863	     "EVENTO DE VERÃO Terminou!"
864	"%s resetou pela %d vez"
865	"%s Tirou o Número %d"
866	"%s Tirou Par"
867	"%s Tirou Ímpar"
868	"%s Tirou %d | Par"
869	"%s Tirou %d | Ímpar"
870	"Você tem atualmente %d Wcoin(C), precisa de %d Wcoin(C) para Abrir a Tigela"
871	"Você tem atualmente %d Wcoin(P), precisa de %d Wcoin(P) para Abrir a Tigela"
872	"Você tem atualmente %d Pontos Goblin, precisa de %d Pontos Goblin para Abrir a Tigela"
873	"Deduzidos %d Wcoin(C)"
874	"Deduzidos %d Wcoin(P)"
875	"Deduzidos %d Pontos Goblin"
876	""
877	""

878 "Você atingiu o nível máximo de Cultivo"
879 "Você precisa de (%d) Wcoin (C) para subir o Cultivo"
880 "%s subiu o Cultivo com sucesso %d"

881 "Você atingiu a Patente Militar máxima"
882 "Você precisa de (%d) Wcoin (C) para subir a Patente Militar"
883 "%s subiu a Patente Militar para %d"

884 "Você atingiu o nível máximo de Título"
885 "Você precisa de (%d) Wcoin (C) para subir o Título"
886 "%s subiu o Título com sucesso %d"

887	"Você atingiu GHRS %d/%d vez(es)"

888	"GHRS hoje: %d vez(es)"

889	"%s falhou ao criar Asa Nível 1"
890	"%s falhou ao criar Asa Nível 2"
891	"%s falhou ao criar Asa Nível 3"
892	 ""
893	 "%s falhou ao criar Ave Estranha"
894	 "%s falhou ao melhorar o Pet"
895	 "%s falhou ao criar Chifre Quebrado"
896	 "%s falhou ao criar Espírito do Lobo"
897	 "%s falhou ao criar Lobo Dourado"
898	 ""
899	 ""
900  "%s melhorou com sucesso %s  + %d"
901  "O jogador %s falhou ao melhorar %s"
902  "%s melhorou com sucesso %s"
903  "%s falhou na combinação!!"
904	 "[Campo de Batalha Antigo] Ação muito rápida, por favor aguarde"
905	 "[Campo de Batalha Antigo] Você só pode comprar mais %d (vez(es)/dia)"
906	 "[Campo de Batalha Antigo] %d WCoinC insuficiente"
907	 "[Campo de Batalha Antigo] Tempo de compra"
908	 "[Campo de Batalha Antigo] Adicionados %d minuto(s)"

909  ""

910	 "%s Derrotou o Boss SR! Recebeu um Presente Premium"
911	 "%s derrotou o Caranguejo Gigante que tinha um Tesouro, recebeu 5.000wc"
912	 "%s abriu o Baú do Tesouro Real, recebeu Wcoin e muitos itens valiosos"
913	 "Você Recebeu: %d %d %d Wcoin do Tesouro"
914	 "O Evento do Personagem do Tesouro começou! Muitos Tesouros estão escondidos na região do mar Atlântico"
915  ""
916  ""
917  "2 Boss Agares apareceram aleatoriamente por todo o mapa do Pântano"
918  ""
919  ""
920  ""

921	"Você atingiu o limite de reset de hoje"
922	"O limite de reset de hoje aumentou para %d"
923 "O limite máximo de reset de hoje é %d"
924  ""
925	 ""
926	 ""
927	 ""

928     "Nome incorreto ou o jogador está offline para o Duelo!"
929     "O recurso de Duelo no jogo está Desligado, entre em contato com o Admin"
930     "Já existe outra Aposta de Duelo em andamento, aguarde terminar!"
931     "Você tem %d Wcoin(C) < Limite de duelo %d Wcoin(C)"
932     "Aposta %d Wcoin(C) < Limite de duelo %d Wcoin(C)"
933     "Seu saldo %d Wcoin(C) < Sua aposta de duelo %d Wcoin(C)"
934     "%s Enviou um desafio de aposta de duelo de %d Wcoin(C), Você aceita?!"
935     "Já existe outra Aposta de Duelo em andamento, aguarde um momento!"
936     "Seu saldo %d Wcoin(C) < Sua aposta de duelo %d Wcoin(C)"
937     "Encontre um oponente de aposta de duelo e duele em Vulcanus!"
938     "A venda de itens EXC está desativada! Entre em contato com a Fanpage ou ligue para o ADMIN agora. Obrigado"
939     "Aposta de duelo entre %s e %s, Aposta %d Wcoin(C) Iniciando"
940     "O jogador %s derrotou %s na Aposta de Duelo e recebeu %d WcoinC"
941     "Seu saldo %d Wcoin(P) < Sua aposta de duelo %d Wcoin(P)"
942     "Seu saldo %d GoblinPoint < Sua aposta de duelo %d GoblinPoint"
943     "Seu saldo %d Wcoin(P) < Sua aposta de duelo %d Wcoin(P)"
944     "Seu saldo %d GoblinPoint < Sua aposta de duelo %d GoblinPoint"
945     "Você tem %d Wcoin(P) < Limite de duelo %d Wcoin(P)"
946     "Aposta %d Wcoin(P) < Limite de duelo %d Wcoin(P)"
947     "Você tem %d GoblinPoint < Limite de duelo %d GoblinPoint"
948     "Aposta %d GoblinPoint < Limite de duelo %d GoblinPoint"
949     "Seu saldo %d Wcoin(P) < Sua aposta de duelo %d Wcoin(P)"
950     "Seu saldo %d GoblinPoint < Sua aposta de duelo %d GoblinPoint"
951     "O jogador %s derrotou %s na Aposta de Duelo e recebeu %d Wcoin(P)"
952     "O jogador %s derrotou %s na Aposta de Duelo e recebeu %d GoblinPoint"
953     "%s Enviou um desafio de aposta de duelo de %d Wcoin(P), Você aceita?!"
954     "%s Enviou um desafio de aposta de duelo de %d GoblinPoint, Você aceita?!"
956     "Mu-Noria.Com"
957	    "Você Matou %d / %d monstro(s)"
958	    "%s matou %d monstro(s) suficientes!"
959	    "%s matou %d monstro(s) suficientes!"
960 	"O evento %s começa em %d minuto(s)!"
961	"O recurso de Abrir Tigela está desativado, entre em contato com o Admin"
962	"Nome incorreto ou o jogador está offline para o Duelo!"
963	"%s matou o Coelho de Jade"
964	"%s matou o Demônio de Fogo"
965	"%s matou Akadus"
966	"%s derrotou Dragonlord Plasidusax"
967	"%s derrotou Jupiter"
968	"%s derrotou o Boss Agares"
969	"%s mandou o Boss Ghoul para o esquecimento"
970	"Este servidor não permite comércio"
971	"O Boss Wukong está devastando Lorencia"
972	"O evento do Boss Wukong terminou"
973	"%s Derrotou o Boss Cannibals"
974	"O Boss Brilliant Lugh ressuscitou"
975	"O evento do Boss Brilliant Lugh terminou"
976	"O Boss Enok a Rainha Aranha ressuscitou"
977	"O evento do Boss Jupiter terminou"
978	"O Boss Wild Life apareceu"
979	"O evento do Boss Agares terminou"
980	"O Boss Cannibals ressuscitou"
981	"O Boss Cannibals terminou"
982	"A Legião Esqueleto está devastando a cidade de Lorencia"
983	"O evento da Legião Esqueleto terminou"
984	"%s derrotou o Rei Esqueleto"
985	"A Legião das Bruxas está invadindo o continente de Lorencia"
986	""
987	"%s derrotou a Bruxa Branca"
988	"%s derrotou o Boss Cultists"
989	"%s derrotou o Boss Drowned"
990	"%s derrotou o Boss Brigid"
991	"%s derrotou o Boss Nangari"
992	""
993	""
994	""
995	"%s criou com sucesso o Lobo Dourado"
996	"%s criou com sucesso o Espírito do Lobo"
997	"%s criou com sucesso o Chifre Quebrado"
998	"%s criou com sucesso a Ave Estranha"
999	"%s trocou com sucesso a Carta do Caos"
1000 "%s melhorou com sucesso %s"
1058 "Você Não Tem Wcoin Suficiente"



1017 "Você definiu a senha do grupo como: %s"
1059 "Você Não Tem Wcoin Suficiente Ou Não Removeu o Equipamento"
1061 "Você Não Removeu o Equipamento"
1018 "Você já tem um grupo, não pode criar um novo"
1019 "Senha incorreta para entrar no grupo"
1020 "Você já está em um grupo"
1030	"[%s] venceu Pedra, Papel ou Tesoura, grande prêmio!"
1031	"[Pedra, Papel ou Tesoura] Empataram!"
1032	"[PPT] Você escolheu Tesoura, [%s] escolheu Pedra => Você perdeu"
1033	"[PPT] Você escolheu Pedra, [%s] escolheu Tesoura => Você ganhou"
1034	"[PPT] Você escolheu Papel, [%s] escolheu Tesoura => Você perdeu"
1035	"[PPT] Você escolheu Tesoura, [%s] escolheu Papel => Você ganhou"
1036	"[PPT] Você escolheu Pedra, [%s] escolheu Papel => Você perdeu"
1037	"[PPT] Você escolheu Papel, [%s] escolheu Pedra => Você ganhou"
1038	"[PPT] Ah, que pena"
1148	"Você Cancelou o Uso do Traje"
1149	"Informação Inválida"
1150	"Você Não Tem Dinheiro Suficiente"
1151	"Você Comprou o Traje com Sucesso"
1152	"Você Já Possui Este Traje"
1153	"Você Ativou o Traje com Sucesso"
2001	  "%d WCoin insuficiente para jogar a Roleta"
2002	  "%s está jogando a Roleta da Sorte, recebeu 1 prêmio"
9000	  "%d Pontos de Subida e %d Zen do Bônus de Casamento!"
9001	  "%s (DK)"
9002	  "%s (DL)"
9003	  "%s (DW)"
9004	  "%s (FE)"
9005	  "%s (MG)"
9006	  "%s (RF)"
9007	  "%s (SU)"
9008	  "%s Não posso te teletransportar para lá!"
9009	  "%s Vou te teletransportar agora!"
9010	  "%s Só trabalho para contas VIP"
9011	  "%s Só trabalho para contas VIP!"
9012	  "%s Só trabalho para VIPs!: %s"
9013	  "%s Contribuição Gens insuficiente: %d"
9014	  "%s Dinheiro insuficiente: %d"
9015	  "%s PCPoint insuficiente: %d"
9016	  "%s PCPoint: %d"
9017	  "%s Reinício do nível PK bem-sucedido"
9018	  "%s Espere, vou ver se tenho uma recompensa para você"
9019	  "%s Você precisa ser da Família Gens Duprian"
9020	  "%s Você precisa ser da Família Gens Vanert"
9021	  "%s Você precisa ser pelo menos nível %d"
9022	  "%s Você precisa ter pelo menos %d resets"
9023	  "%s Você precisa de no mínimo nível: %d"
9024	  "%s Você precisa de mais dinheiro: %d"
9025	  "%s Você precisa de mais PCPoint: %d"
9026	  "%s Você precisa de mais dinheiro: %d"
9027	  "%s está desconectado"
9028	  "%s está dentro de um evento, você não pode se teletransportar para lá!"
9029	  "%s Você não pode usar meu sistema de reset, MaxReset atingido: %d"
9030	  "%s Você não tem o nível PK necessário"
9031	  "%s, você não está casado(a)"
9032	  "-%d PCPoint (restante: %d)"
9033	  "Conta: %s"
9034	  "HP Automático: Desativado"
9035	  "HP Automático: Ativado"
9036	  "Você precisa de %d WCoin para combinar"
9037	  "Você precisa de %d WCoinP para combinar"
9038	  "Você precisa colocar 2 itens do mesmo tipo"
9039	  "Você precisa colocar o item correto"
9040	  "Você precisa colocar pelo menos 2 itens"
9041	  "Torne-se VIP e volte para me ver!"
9042	  "Somente armas e itens permitidos"
9043	  "Combinação bem-sucedida!"
9044	  "Combinação falhou!"
9045	  "Parabéns! %s obteve:"
9046	  "Estou pronto!"
9047	  "Só trabalho para VIPs!"
9048	  "Um item de nível superior não pode ser combinado com um de nível inferior"
9049	  "Não são aceitos itens divinos!"
9050	  "Não é possível combinar 2 itens diferentes"
9051	  "Verifique se há espaço livre no seu inventário"
9052	  "Nível: %d"
9053	  "MResets: %d"
9054	  "Novo vendedor!"
9055	  "Novo Nível: %d"
9056	  "Novo Nível Mestre: %d"
9057	  "Novos Pontos Mestre: %d"
9058	  "Novo Reset Mestre: %d"
9059	  "Novo Reset Mestre: %s"
9060	  "Novo Reset: %d"
9061	  "Novo Reset: %s"
9062	  "Obteve %d Pontos de Subida e %d Zen por Casamento"
9063	  "Seu nível PK impede a teletransportação"
9064	  "Por favor, aguarde"
9065	  "Patente VIP insuficiente"
9066	  "Resets: %d"
9067	  "Sorteio Online"
9068	  "Status de casamento: %d"
9069	  "O alvo não é membro do grupo"
9070	  "Espaço insuficiente no inventário!"
9071	  "Preciso de %d Zen!"
9072	  "Você está casado(a) com: %s"
9073	  "Você está casado(a) com %s"
9074	  "Você não está casado(a)!"
9075	  "Você não pode usar comandos durante uma troca"
9076	  "Você não pode se casar com alguém do mesmo gênero!"
9077	  "Você não pode usar warp/tracemarry durante a corrida, espere ela terminar."
9078	  "Você morreu %d vezes"
9079	  "Você não tem o item necessário para o Reset: %s"
9080	  "Você não tem o item necessário para o Reset PK: %s"
9081	  "Você matou %d jogadores"
9082	  "Você deve esperar antes de usar o comando de casamento novamente"
9083	  "Você precisa de nível %d para se teletransportar"
9084	  "Você precisa de asas para se teletransportar para este mapa"
9085	  "Seu personagem não está em um grupo"
9086	  "Seu personagem não é o líder do grupo"
9088	  "[Aceitar] O personagem %s não existe ou está desconectado"
9089	  "[Aceitar] Parabéns, você está casado(a) com %s"
9090	  "[Aceitar] O tempo para responder acabou!"
9091	  "[Aceitar] Você já está casado(a)!"
9092	  "[Time Azul]: %d Vs [Time Vermelho]: %d"
9093	  "[Divórcio] %s decidiu se divorciar"
9094	  "[Divórcio] %s está desconectado(a)"
9095	  "[Divórcio] Divórcio bem-sucedido"
9096	  "[Divórcio] Você não está casado(a)!"
9097	  "[Divórcio] Você agora está divorciado(a), seu Zen diminuiu em %d"
9098	  "[Divórcio] Você agora está divorciado(a), seu Zen aumentou em %d"
9099	  "[Divórcio] Você precisa de %d Zen para se divorciar"
9100	  "[DivórcioForçado] %s está online, use o comando /forcedivorce"
9101	  "[DivórcioForçado] Divórcio bem-sucedido"
9102	  "[DivórcioForçado] Você não está casado(a)!"
9103	  "[DivórcioForçado] Você precisa de %d Zen para forçar o divórcio"
9104	  "[Ajudante] Desativado"
9106	  "[ModoOffline] Desativado no mapa de Castle Siege"
9107	  "[ModoOffline] Desativado no mapa de Crywolf"
9108	  "[ModoOffline] Desativado neste mapa"
9110	  "[Proposta] %s Sua posição é %d,%d!"
9111	  "[Proposta] %s já está casado(a)!"
9112	  "[Proposta] %s Posição incorreta!"
9113	  "[Proposta] %s já está casado(a)"
9114	  "[Proposta] Aceitar casamento com %s?"
9115	  "[Proposta] O personagem %s não existe ou está desconectado"
9116	  "[Proposta] Você já está casado(a)!"
9117	  "[Proposta] Aguardando resposta: %s"
9118	  "[Time Vermelho]: %d Vs [Time Azul]: %d"
9119	  "[Rastrear] Você não está casado(a)!"
9120	  "Voce nao pertence a Familia Gens necessaria para esta loja"
9121	  "Sua classe nao pode usar esta loja"
9122	  "Voce precisa de mais Resets para usar esta loja"
9123	  "Voce tem Resets demais para usar esta loja"
9124	  "Voce precisa de mais Master Resets para usar esta loja"
9125	  "Voce tem Master Resets demais para usar esta loja"
9126	  "Voce precisa esperar mais tempo antes de entregar a arma ao Rei Anjo"
9127	  "O Evento Pandora comecou! Encontre o Bau de Pandora!"
9128	  "%s pegou o Bau de Pandora!"
9129	  "%s venceu o Evento Pandora!"
9130	  "O Bau de Pandora caiu! Outra pessoa pode pega-lo agora!"
9131	  "O evento Rei Esqueleto comecou"
9132	  "O evento Rei Esqueleto terminou"
9133	  "%s derrotou o Rei Esqueleto"
9134	  "O evento Dragao Dourado comecou"
9135	  "O evento Dragao Dourado terminou"
9136	  "%s derrotou o Dragao Dourado"
9137	  "O evento Mago Branco comecou"
9138	  "O evento Mago Branco terminou"
9139	  "%s derrotou o Mago Branco"
9140	  "O evento Ano Novo comecou"
9141	  "O evento Ano Novo terminou"
9142	  "O evento Coelhos comecou"
9143	  "O evento Coelhos terminou"
9144	  "O evento Verao comecou"
9145	  "O evento Verao terminou"
9146	  "O evento Papai Noel Amaldicoado comecou"
9147	  "O evento Papai Noel Amaldicoado terminou"
9148	  "%s derrotou o Papai Noel Amaldicoado"
9149	  "O evento Medusa comecou"
9150	  "O evento Medusa terminou"
9151	  "%s derrotou a Medusa"
