//Index   Message
950     "Your balance %d GoblinPoint < Your duel bet %d GoblinPoint"
951     "Player %s defeated %s in the Duel Bet and received %d Wcoin(P)"
952     "Player %s defeated %s in the Duel Bet and received %d GoblinPoint"
953     "%s Sent a duel bet challenge of %d Wcoin(P), Do you accept?!"
954     "%s Sent a duel bet challenge of %d GoblinPoint, Do you accept?!"
956     "Mu-Noria.Com"
957	    "You Have Killed %d / %d monster(s)"
958	    "%s has killed enough %d monster(s)!"
959	    "%s has killed enough %d monster(s)!"
960 	"%s event starts in %d minute(s)!"
961	"The Open Bowl feature is currently disabled, please contact Admin"
962	"Name is incorrect or the player is offline for the Duel!"
963	"%s killed the Jade Rabbit"
964	"%s killed the Flame Devil"
965	"%s killed Akadus"
966	"%s defeated Dragonlord Plasidusax"
967	"%s defeated Jupiter"
968	"%s defeated Boss Agares"
969	"%s knocked Boss Ghoul into oblivion"
970	"This server does not allow trading"
971	"Boss Wukong is rampaging through Lorencia"
972	"Boss Wukong event has ended"
973	"%s Defeated Boss Cannibals"
974	"Boss Brilliant Lugh has respawned"
975	"Boss Brilliant Lugh event has ended"
976	"Boss Enok the Spider Queen has respawned"
977	"Boss Jupiter event has ended"
978	"Boss Wild Life has appeared"
979	"Boss Agares event has ended"
980	"Boss Cannibals has respawned"
981	"Boss Cannibals has ended"
982	"The Skeleton Legion is rampaging through Lorencia"
983	"Skeleton Legion event has ended"
984	"%s defeated Skeleton King"
985	"The Witch Legion is invading the continent of Lorencia"
986	""
987	"%s defeated the White Witch"
988	"%s defeated Boss Cultists"
989	"%s defeated Boss Drowned"
990	"%s defeated Boss Brigid"
991	"%s defeated Boss Nangari"
992	""
993	""
994	""
995	"%s successfully crafted Golden Wolf"
996	"%s successfully crafted Wolf Spirit"
997	"%s successfully crafted Broken Horn"
998	"%s successfully crafted Strange Bird"
999	"%s successfully exchanged Chaos Card"
1000 "%s upgraded successfully %s"
1058 "You Do Not Have Enough Wcoin"



1017 "You have set the party password to: %s"
1059 "You Do Not Have Enough Wcoin Or Have Not Removed Equipment"
1061 "You Have Not Removed Equipment"
1018 "You already have a party, cannot create a new party"
1019 "Incorrect password to enter the party"
1020 "You are already in a party"
1030	"[%s] won Rock-Paper-Scissors, big winnings!"
1031	"[Rock-Paper-Scissors] It's a tie!"
1032	"[RPS] You chose Scissors, [%s] chose Rock => You lost"
1033	"[RPS] You chose Rock, [%s] chose Scissors => You won"
1034	"[RPS] You chose Paper, [%s] chose Scissors => You lost"
1035	"[RPS] You chose Scissors, [%s] chose Paper => You won"
1036	"[RPS] You chose Rock, [%s] chose Paper => You lost"
1037	"[RPS] You chose Paper, [%s] chose Rock => You won"
1038	"[RPS] Oh well"
1148	"You Have Cancelled the Costume"
1149	"Invalid Information"
1150	"You Do Not Have Enough Money"
1151	"You Have Successfully Purchased the Costume"
1152	"You Already Own This Costume"
1153	"You Have Successfully Activated the Costume"
2001	  "Not enough %d WCoin to play the Spin Wheel"
2002	  "%s is playing the Lucky Spin Wheel, received 1 reward"
9000	  "%d UpPoints and %d Zen from Marriage Bonus!"
9001	  "%s (DK)"
9002	  "%s (DL)"
9003	  "%s (DW)"
9004	  "%s (FE)"
9005	  "%s (MG)"
9006	  "%s (RF)"
9007	  "%s (SU)"
9008	  "%s I can't warp you there!"
9009	  "%s I will warp you now!"
9010	  "%s I only work for VIP accounts"
9011	  "%s I only work for VIP accounts!"
9012	  "%s I only work for VIPs!: %s"
9013	  "%s Insufficient Gens Contribution: %d"
9014	  "%s Insufficient Money: %d"
9015	  "%s Insufficient PCPoint: %d"
9016	  "%s PCPoint: %d"
9017	  "%s PK level reset successful"
9018	  "%s Wait, I'll check if I have a reward for you!"
9019	  "%s You need to be in the Duprian Gens Family"
9020	  "%s You need to be in the Vanert Gens Family"
9021	  "%s You need to be at least level %d"
9022	  "%s You need to have at least %d resets"
9023	  "%s You need at least level: %d"
9024	  "%s You need more Money: %d"
9025	  "%s You need more PCPoint: %d"
9026	  "%s You need more money: %d"
9027	  "%s is disconnected"
9028	  "%s is inside an event, you can't warp there!"
9029	  "%s You can't use my reset system, MaxReset reached: %d"
9030	  "%s You don't have the required PK level"
9031	  "%s, you are not married"
9032	  "-%d PCPoint (remaining: %d)"
9033	  "Account: %s"
9034	  "Auto HP: Off"
9035	  "Auto HP: On"
9036	  "You need %d WCoin to combine"
9037	  "You need %d WCoinP to combine"
9038	  "You need to place 2 items of the same type"
9039	  "You need to place the correct item"
9040	  "You need to place at least 2 items"
9041	  "Become a VIP, then come back to see me!"
9042	  "Only weapons and allowed items"
9043	  "Combine successful!"
9044	  "Combine failed!"
9045	  "Congratulations! %s obtained:"
9046	  "I'm ready!"
9047	  "I only work for VIPs!"
9048	  "A higher-tier item cannot be combined with a lower-tier item"
9049	  "Cannot accept divine items!"
9050	  "Cannot combine 2 different items"
9051	  "Check for free space in your inventory"
9052	  "Level: %d"
9053	  "MResets: %d"
9054	  "New seller!"
9055	  "New Level: %d"
9056	  "New Master Level: %d"
9057	  "New Master Points: %d"
9058	  "New Master Reset: %d"
9059	  "New Master Reset: %s"
9060	  "New Reset: %d"
9061	  "New Reset: %s"
9062	  "Obtained %d UpPoints and %d Zen from Marriage"
9063	  "Your PK level prevents teleporting"
9064	  "Please wait"
9065	  "Insufficient VIP Rank"
9066	  "Resets: %d"
9067	  "Online Raffle"
9068	  "Marriage status: %d"
9069	  "Target is not a party member"
9070	  "Not enough free inventory space!"
9071	  "I need %d Zen!"
9072	  "You are married to: %s"
9073	  "You are married to %s"
9074	  "You are not married!"
9075	  "You cannot use commands while trading"
9076	  "You can't marry someone of the same gender!"
9077	  "You can't use warp/tracemarry during the race, wait until it's over."
9078	  "You died %d times"
9079	  "You don't have the required item for Reset: %s"
9080	  "You don't have the required item for PK Reset: %s"
9081	  "You killed %d players"
9082	  "You must wait before using the marry command again"
9083	  "You need level %d to teleport"
9084	  "You need wings to teleport to this map"
9085	  "Your character is not in a party"
9086	  "Your character is not the party leader"
9088	  "[Accept] Character %s doesn't exist or is disconnected"
9089	  "[Accept] Congratulations, you are married to %s"
9090	  "[Accept] Time to answer has run out!"
9091	  "[Accept] You are already married!"
9092	  "[Blue Team]: %d Vs [Red Team]: %d"
9093	  "[Divorce] %s decided to get a divorce"
9094	  "[Divorce] %s is disconnected"
9095	  "[Divorce] Divorce successful"
9096	  "[Divorce] You are not married!"
9097	  "[Divorce] You are now divorced, your Zen decreased by %d"
9098	  "[Divorce] You are now divorced, your Zen increased by %d"
9099	  "[Divorce] You need %d Zen to divorce"
9100	  "[ForceDivorce] %s is online, please use the /forcedivorce command"
9101	  "[ForceDivorce] Divorce successful"
9102	  "[ForceDivorce] You are not married!"
9103	  "[ForceDivorce] You need %d Zen to force the divorce"
9104	  "[Helper] Disabled"
9106	  "[OfflineMode] Disabled in the Castle Siege map"
9107	  "[OfflineMode] Disabled in the Crywolf map"
9108	  "[OfflineMode] Disabled on this map"
9110	  "[Propose] %s Your position is %d,%d!"
9111	  "[Propose] %s is already married!"
9112	  "[Propose] %s Incorrect position!"
9113	  "[Propose] %s is already married"
9114	  "[Propose] Accept marriage with %s?"
9115	  "[Propose] Character %s doesn't exist or is disconnected"
9116	  "[Propose] You are already married!"
9117	  "[Propose] Waiting for response: %s"
9118	  "[Red Team]: %d Vs [Blue Team]: %d"
9119	  "[Trace] You are not married!"
9120	  "You do not belong to the required Gens Family for this shop"
9121	  "Your class cannot use this shop"
9122	  "You need more Resets to use this shop"
9123	  "You have too many Resets to use this shop"
9124	  "You need more Master Resets to use this shop"
9125	  "You have too many Master Resets to use this shop"
9126	  "You must wait longer before delivering the weapon to the Archangel King"
9127	  "The Pandora Event has started! Find Pandora's Chest!"
9128	  "%s has taken Pandora's Chest!"
9129	  "%s has won the Pandora Event!"
9130	  "Pandora's Chest has fallen! Someone else can take it now!"
9131	  "Skeleton King event has started"
9132	  "Skeleton King event has ended"
9133	  "%s defeated the Skeleton King"
9134	  "Golden Dragon event has started"
9135	  "Golden Dragon event has ended"
9136	  "%s defeated the Golden Dragon"
9137	  "White Wizard event has started"
9138	  "White Wizard event has ended"
9139	  "%s defeated the White Wizard"
9140	  "New Year event has started"
9141	  "New Year event has ended"
9142	  "Rabbits event has started"
9143	  "Rabbits event has ended"
9144	  "Summer event has started"
9145	  "Summer event has ended"
9146	  "Cursed Santa event has started"
9147	  "Cursed Santa event has ended"
9148	  "%s defeated Cursed Santa"
9149	  "Medusa event has started"
9150	  "Medusa event has ended"
9151	  "%s defeated Medusa"
